"Timestamp","Point ID","Flow (MWH)"
"07/12/2024 00:05:00",25593,-25
"07/12/2024 00:05:00",25598,0
"07/12/2024 00:05:00",25599,-158
"07/12/2024 00:05:00",25604,-146
"07/12/2024 00:05:00",25607,-25
"07/12/2024 00:05:00",25621,74.2
"07/12/2024 00:05:00",25622,75.3
"07/12/2024 00:05:00",25623,92.6
"07/12/2024 00:05:00",25624,97.9
"07/12/2024 00:05:00",25626,166.3
"07/12/2024 00:05:00",25630,13.9
"07/12/2024 00:05:00",25631,0
"07/12/2024 00:05:00",25632,6.7
"07/12/2024 00:05:00",25633,2.1
"07/12/2024 00:05:00",25639,-223.6
"07/12/2024 00:05:00",25640,-260.2
"07/12/2024 00:05:00",25641,-55.6
"07/12/2024 00:05:00",25649,-164.3
"07/12/2024 00:05:00",25650,-164.3
"07/12/2024 00:05:00",25678,56.3
"07/12/2024 00:05:00",25679,12.7
"07/12/2024 00:05:00",25793,-234
"07/12/2024 00:05:00",25794,-196.7
"07/12/2024 00:05:00",70573,-59.7
"07/12/2024 00:05:00",70574,-64.9
"07/12/2024 00:05:00",70575,-54.3
"07/12/2024 00:05:00",70700,16
"07/12/2024 00:05:00",70701,16
"07/12/2024 00:05:00",70703,-60
"07/12/2024 00:05:00",70704,-60
"07/12/2024 00:05:00",70705,-78.7
"07/12/2024 00:05:00",70706,-80.1
"07/12/2024 00:05:00",70707,-86
"07/12/2024 00:05:00",70709,-473.5
"07/12/2024 00:05:00",70710,398.8
"07/12/2024 00:05:00",70711,-74.6
"07/12/2024 00:05:00",325270,-78.6
"07/12/2024 00:05:00",325309,12.5
"07/12/2024 00:05:00",325712,-32.2
"07/12/2024 00:05:00",325750,122.1
"07/12/2024 00:05:00",325751,122.1
"07/12/2024 00:05:00",325813,-299
"07/12/2024 00:05:00",325848,13.8
"07/12/2024 00:05:00",325918,14.2
"07/12/2024 00:05:00",325930,74.1
"07/12/2024 00:05:00",325931,66.2
"07/12/2024 00:05:00",326071,0
"07/12/2024 00:05:00",326893,-126.3
"07/12/2024 00:05:00",327073,0
"07/12/2024 00:05:00",327181,0
"07/12/2024 00:05:00",327328,-80.2
"07/12/2024 00:05:00",327435,57.4
"07/12/2024 00:05:00",327480,381.7
"07/12/2024 00:05:00",327489,0
"07/12/2024 00:05:00",625028,0
"07/12/2024 00:05:00",625052,-131.2
"07/12/2024 00:10:00",25043,0
"07/12/2024 00:10:00",25044,0
"07/12/2024 00:10:00",25118,26.8
"07/12/2024 00:10:00",25119,35.3
"07/12/2024 00:10:00",25242,15.1
"07/12/2024 00:10:00",25370,284.5
"07/12/2024 00:10:00",25371,284.5
"07/12/2024 00:10:00",25590,81
"07/12/2024 00:10:00",25593,-25
"07/12/2024 00:10:00",25598,0
"07/12/2024 00:10:00",25599,-166
"07/12/2024 00:10:00",25604,-150
"07/12/2024 00:10:00",25607,-25
"07/12/2024 00:10:00",25621,66.2
"07/12/2024 00:10:00",25622,66.9
"07/12/2024 00:10:00",25623,89.1
"07/12/2024 00:10:00",25624,94.4
"07/12/2024 00:10:00",25626,167.4
"07/12/2024 00:10:00",25630,13.3
"07/12/2024 00:10:00",25631,0
"07/12/2024 00:10:00",25632,6.1
"07/12/2024 00:10:00",25633,1.5
"07/12/2024 00:10:00",25639,-219.8
"07/12/2024 00:10:00",25640,-255.2
"07/12/2024 00:10:00",25641,-24.5
"07/12/2024 00:10:00",25649,-160
"07/12/2024 00:10:00",25650,-160
"07/12/2024 00:10:00",25678,139.3
"07/12/2024 00:10:00",25679,-24.5
"07/12/2024 00:10:00",25793,-234
"07/12/2024 00:10:00",25794,-194.6
"07/12/2024 00:10:00",70573,-46.5
"07/12/2024 00:10:00",70574,-69.7
"07/12/2024 00:10:00",70575,-37.4
"07/12/2024 00:10:00",70700,16
"07/12/2024 00:10:00",70701,16
"07/12/2024 00:10:00",70703,-60
"07/12/2024 00:10:00",70704,-60
"07/12/2024 00:10:00",70705,-65.2
"07/12/2024 00:10:00",70706,-65.2
"07/12/2024 00:10:00",70707,-65.2
"07/12/2024 00:10:00",70709,-473.6
"07/12/2024 00:10:00",70710,398.7
"07/12/2024 00:10:00",70711,-65.2
"07/12/2024 00:10:00",325270,-36.8
"07/12/2024 00:10:00",325309,25.6
"07/12/2024 00:10:00",325712,-35.9
"07/12/2024 00:10:00",325750,119.6
"07/12/2024 00:10:00",325751,119.6
"07/12/2024 00:10:00",325813,-337.9
"07/12/2024 00:10:00",325848,6.1
"07/12/2024 00:10:00",325918,13.8
"07/12/2024 00:10:00",325930,73.1
"07/12/2024 00:10:00",325931,73.2
"07/12/2024 00:10:00",326071,0
"07/12/2024 00:10:00",326893,-120.4
"07/12/2024 00:10:00",327073,0
"07/12/2024 00:10:00",327181,0
"07/12/2024 00:10:00",327328,-87.3
"07/12/2024 00:10:00",327435,55
"07/12/2024 00:10:00",327480,360.1
"07/12/2024 00:10:00",327489,0
"07/12/2024 00:10:00",625028,0
"07/12/2024 00:10:00",625052,-138.4
"07/12/2024 00:15:00",25043,0
"07/12/2024 00:15:00",25044,0
"07/12/2024 00:15:00",25118,40
"07/12/2024 00:15:00",25119,42.1
"07/12/2024 00:15:00",25242,12.4
"07/12/2024 00:15:00",25370,295.2
"07/12/2024 00:15:00",25371,295.2
"07/12/2024 00:15:00",25590,83
"07/12/2024 00:15:00",25593,-25
"07/12/2024 00:15:00",25598,0
"07/12/2024 00:15:00",25599,-146
"07/12/2024 00:15:00",25604,-152
"07/12/2024 00:15:00",25607,-25
"07/12/2024 00:15:00",25621,72.5
"07/12/2024 00:15:00",25622,73.5
"07/12/2024 00:15:00",25623,93.2
"07/12/2024 00:15:00",25624,98.5
"07/12/2024 00:15:00",25626,172
"07/12/2024 00:15:00",25630,13
"07/12/2024 00:15:00",25631,0
"07/12/2024 00:15:00",25632,6
"07/12/2024 00:15:00",25633,0.9
"07/12/2024 00:15:00",25639,-240
"07/12/2024 00:15:00",25640,-230.6
"07/12/2024 00:15:00",25641,-41.5
"07/12/2024 00:15:00",25649,-163.9
"07/12/2024 00:15:00",25650,-163.9
"07/12/2024 00:15:00",25678,177.3
"07/12/2024 00:15:00",25679,-21.4
"07/12/2024 00:15:00",25793,-218
"07/12/2024 00:15:00",25794,-177.3
"07/12/2024 00:15:00",70573,-35.8
"07/12/2024 00:15:00",70574,-46
"07/12/2024 00:15:00",70575,-33.6
"07/12/2024 00:15:00",70700,16
"07/12/2024 00:15:00",70701,16
"07/12/2024 00:15:00",70703,-60
"07/12/2024 00:15:00",70704,-60
"07/12/2024 00:15:00",70705,-77.5
"07/12/2024 00:15:00",70706,-78.1
"07/12/2024 00:15:00",70707,-80.5
"07/12/2024 00:15:00",70709,-473.5
"07/12/2024 00:15:00",70710,398.7
"07/12/2024 00:15:00",70711,-75.9
"07/12/2024 00:15:00",325270,-77.6
"07/12/2024 00:15:00",325309,43.5
"07/12/2024 00:15:00",325712,12
"07/12/2024 00:15:00",325750,121.4
"07/12/2024 00:15:00",325751,121.4
"07/12/2024 00:15:00",325813,-411.8
"07/12/2024 00:15:00",325848,4
"07/12/2024 00:15:00",325918,13.9
"07/12/2024 00:15:00",325930,73
"07/12/2024 00:15:00",325931,72.4
"07/12/2024 00:15:00",326071,0
"07/12/2024 00:15:00",326893,-117.3
"07/12/2024 00:15:00",327073,0
"07/12/2024 00:15:00",327181,0
"07/12/2024 00:15:00",327328,-112.7
"07/12/2024 00:15:00",327435,50.8
"07/12/2024 00:15:00",327480,380
"07/12/2024 00:15:00",327489,0
"07/12/2024 00:15:00",625028,0
"07/12/2024 00:15:00",625052,-133.5
"07/12/2024 00:20:00",25043,0
"07/12/2024 00:20:00",25044,0
"07/12/2024 00:20:00",25118,35.4
"07/12/2024 00:20:00",25119,41.1
"07/12/2024 00:20:00",25242,16.9
"07/12/2024 00:20:00",25370,343.7
"07/12/2024 00:20:00",25371,343.7
"07/12/2024 00:20:00",25590,81
"07/12/2024 00:20:00",25593,-25
"07/12/2024 00:20:00",25598,0
"07/12/2024 00:20:00",25599,-142
"07/12/2024 00:20:00",25604,-148
"07/12/2024 00:20:00",25607,-25
"07/12/2024 00:20:00",25621,93.6
"07/12/2024 00:20:00",25622,95
"07/12/2024 00:20:00",25623,96.1
"07/12/2024 00:20:00",25624,102
"07/12/2024 00:20:00",25626,168.9
"07/12/2024 00:20:00",25630,13.3
"07/12/2024 00:20:00",25631,0
"07/12/2024 00:20:00",25632,6
"07/12/2024 00:20:00",25633,1.2
"07/12/2024 00:20:00",25639,-241.2
"07/12/2024 00:20:00",25640,-232.3
"07/12/2024 00:20:00",25641,-126.9
"07/12/2024 00:20:00",25649,-167.8
"07/12/2024 00:20:00",25650,-167.8
"07/12/2024 00:20:00",25678,170
"07/12/2024 00:20:00",25679,15.4
"07/12/2024 00:20:00",25793,-217.4
"07/12/2024 00:20:00",25794,-177.1
"07/12/2024 00:20:00",70573,-95.6
"07/12/2024 00:20:00",70574,-104.7
"07/12/2024 00:20:00",70575,-63.2
"07/12/2024 00:20:00",70700,16
"07/12/2024 00:20:00",70701,16
"07/12/2024 00:20:00",70703,-60
"07/12/2024 00:20:00",70704,-60
"07/12/2024 00:20:00",70705,-68.6
"07/12/2024 00:20:00",70706,-69.2
"07/12/2024 00:20:00",70707,-71.6
"07/12/2024 00:20:00",70709,-473.2
"07/12/2024 00:20:00",70710,399
"07/12/2024 00:20:00",70711,-66.9
"07/12/2024 00:20:00",325270,-73.6
"07/12/2024 00:20:00",325309,25
"07/12/2024 00:20:00",325712,8.1
"07/12/2024 00:20:00",325750,123
"07/12/2024 00:20:00",325751,123
"07/12/2024 00:20:00",325813,-394.9
"07/12/2024 00:20:00",325848,19.7
"07/12/2024 00:20:00",325918,13.3
"07/12/2024 00:20:00",325930,72.8
"07/12/2024 00:20:00",325931,72
"07/12/2024 00:20:00",326071,0
"07/12/2024 00:20:00",326893,-129.9
"07/12/2024 00:20:00",327073,0
"07/12/2024 00:20:00",327181,0
"07/12/2024 00:20:00",327328,-72.3
"07/12/2024 00:20:00",327435,66.2
"07/12/2024 00:20:00",327480,361.2
"07/12/2024 00:20:00",327489,0
"07/12/2024 00:20:00",625028,0
"07/12/2024 00:20:00",625052,-134
"07/12/2024 00:25:00",25043,0
"07/12/2024 00:25:00",25044,0
"07/12/2024 00:25:00",25118,20.6
"07/12/2024 00:25:00",25119,24.5
"07/12/2024 00:25:00",25242,17.3
"07/12/2024 00:25:00",25370,310
"07/12/2024 00:25:00",25371,310
"07/12/2024 00:25:00",25590,78
"07/12/2024 00:25:00",25593,-25
"07/12/2024 00:25:00",25598,0
"07/12/2024 00:25:00",25599,-141
"07/12/2024 00:25:00",25604,-149
"07/12/2024 00:25:00",25607,-25
"07/12/2024 00:25:00",25621,96.8
"07/12/2024 00:25:00",25622,98.2
"07/12/2024 00:25:00",25623,98.5
"07/12/2024 00:25:00",25624,104.9
"07/12/2024 00:25:00",25626,170.2
"07/12/2024 00:25:00",25630,12.3
"07/12/2024 00:25:00",25631,0
"07/12/2024 00:25:00",25632,5.1
"07/12/2024 00:25:00",25633,1.4
"07/12/2024 00:25:00",25639,-241.2
"07/12/2024 00:25:00",25640,-232.3
"07/12/2024 00:25:00",25641,-96.2
"07/12/2024 00:25:00",25649,-169
"07/12/2024 00:25:00",25650,-169
"07/12/2024 00:25:00",25678,168.1
"07/12/2024 00:25:00",25679,32
"07/12/2024 00:25:00",25793,-217.8
"07/12/2024 00:25:00",25794,-177.9
"07/12/2024 00:25:00",70573,-65.8
"07/12/2024 00:25:00",70574,-76.8
"07/12/2024 00:25:00",70575,-44.5
"07/12/2024 00:25:00",70700,16
"07/12/2024 00:25:00",70701,16
"07/12/2024 00:25:00",70703,-60
"07/12/2024 00:25:00",70704,-60
"07/12/2024 00:25:00",70705,-76.7
"07/12/2024 00:25:00",70706,-76.7
"07/12/2024 00:25:00",70707,-76.7
"07/12/2024 00:25:00",70709,-473.4
"07/12/2024 00:25:00",70710,398.9
"07/12/2024 00:25:00",70711,-76.7
"07/12/2024 00:25:00",325270,-75.1
"07/12/2024 00:25:00",325309,26.8
"07/12/2024 00:25:00",325712,4.9
"07/12/2024 00:25:00",325750,123.9
"07/12/2024 00:25:00",325751,123.9
"07/12/2024 00:25:00",325813,-436.2
"07/12/2024 00:25:00",325848,21
"07/12/2024 00:25:00",325918,13.4
"07/12/2024 00:25:00",325930,72.5
"07/12/2024 00:25:00",325931,71.3
"07/12/2024 00:25:00",326071,0
"07/12/2024 00:25:00",326893,-130.1
"07/12/2024 00:25:00",327073,0
"07/12/2024 00:25:00",327181,0
"07/12/2024 00:25:00",327328,-96.3
"07/12/2024 00:25:00",327435,65
"07/12/2024 00:25:00",327480,366.4
"07/12/2024 00:25:00",327489,0
"07/12/2024 00:25:00",625028,0
"07/12/2024 00:25:00",625052,-135.1
"07/12/2024 00:30:00",25043,0
"07/12/2024 00:30:00",25044,0
"07/12/2024 00:30:00",25118,14.1
"07/12/2024 00:30:00",25119,21.1
"07/12/2024 00:30:00",25242,18.4
"07/12/2024 00:30:00",25370,330.1
"07/12/2024 00:30:00",25371,330.1
"07/12/2024 00:30:00",25590,77
"07/12/2024 00:30:00",25593,-25
"07/12/2024 00:30:00",25598,0
"07/12/2024 00:30:00",25599,-127
"07/12/2024 00:30:00",25604,-151
"07/12/2024 00:30:00",25607,-25
"07/12/2024 00:30:00",25621,98.5
"07/12/2024 00:30:00",25622,99.9
"07/12/2024 00:30:00",25623,100.2
"07/12/2024 00:30:00",25624,106.1
"07/12/2024 00:30:00",25626,171.3
"07/12/2024 00:30:00",25630,12.9
"07/12/2024 00:30:00",25631,0
"07/12/2024 00:30:00",25632,5.7
"07/12/2024 00:30:00",25633,1.2
"07/12/2024 00:30:00",25639,-239
"07/12/2024 00:30:00",25640,-230.2
"07/12/2024 00:30:00",25641,-121.6
"07/12/2024 00:30:00",25649,-169.4
"07/12/2024 00:30:00",25650,-169.4
"07/12/2024 00:30:00",25678,148.8
"07/12/2024 00:30:00",25679,38
"07/12/2024 00:30:00",25793,-216.8
"07/12/2024 00:30:00",25794,-176.3
"07/12/2024 00:30:00",70573,-75.8
"07/12/2024 00:30:00",70574,-84.3
"07/12/2024 00:30:00",70575,-47.8
"07/12/2024 00:30:00",70700,16
"07/12/2024 00:30:00",70701,16
"07/12/2024 00:30:00",70703,-60
"07/12/2024 00:30:00",70704,-60
"07/12/2024 00:30:00",70705,-99.6
"07/12/2024 00:30:00",70706,-99.6
"07/12/2024 00:30:00",70707,-99.8
"07/12/2024 00:30:00",70709,-473.4
"07/12/2024 00:30:00",70710,398.9
"07/12/2024 00:30:00",70711,-99.5
"07/12/2024 00:30:00",325270,-83.1
"07/12/2024 00:30:00",325309,22.5
"07/12/2024 00:30:00",325712,5.6
"07/12/2024 00:30:00",325750,124.6
"07/12/2024 00:30:00",325751,124.6
"07/12/2024 00:30:00",325813,-412.7
"07/12/2024 00:30:00",325848,20.4
"07/12/2024 00:30:00",325918,13.1
"07/12/2024 00:30:00",325930,72.2
"07/12/2024 00:30:00",325931,71.2
"07/12/2024 00:30:00",326071,0
"07/12/2024 00:30:00",326893,-132.2
"07/12/2024 00:30:00",327073,0
"07/12/2024 00:30:00",327181,0
"07/12/2024 00:30:00",327328,-70.6
"07/12/2024 00:30:00",327435,66.6
"07/12/2024 00:30:00",327480,348.3
"07/12/2024 00:30:00",327489,0
"07/12/2024 00:30:00",625028,0
"07/12/2024 00:30:00",625052,-130.3
"07/12/2024 00:35:00",25043,0
"07/12/2024 00:35:00",25044,0
"07/12/2024 00:35:00",25118,15.8
"07/12/2024 00:35:00",25119,20
"07/12/2024 00:35:00",25242,19.4
"07/12/2024 00:35:00",25370,333.1
"07/12/2024 00:35:00",25371,333.1
"07/12/2024 00:35:00",25590,79
"07/12/2024 00:35:00",25593,-25
"07/12/2024 00:35:00",25598,0
"07/12/2024 00:35:00",25599,-114
"07/12/2024 00:35:00",25604,-153
"07/12/2024 00:35:00",25607,-25
"07/12/2024 00:35:00",25621,86.2
"07/12/2024 00:35:00",25622,87.3
"07/12/2024 00:35:00",25623,97.3
"07/12/2024 00:35:00",25624,103.2
"07/12/2024 00:35:00",25626,169.3
"07/12/2024 00:35:00",25630,12.1
"07/12/2024 00:35:00",25631,0
"07/12/2024 00:35:00",25632,4.9
"07/12/2024 00:35:00",25633,-0.4
"07/12/2024 00:35:00",25639,-237.6
"07/12/2024 00:35:00",25640,-228.3
"07/12/2024 00:35:00",25641,-117.2
"07/12/2024 00:35:00",25649,-167
"07/12/2024 00:35:00",25650,-167
"07/12/2024 00:35:00",25678,113
"07/12/2024 00:35:00",25679,56.6
"07/12/2024 00:35:00",25793,-215.5
"07/12/2024 00:35:00",25794,-175.3
"07/12/2024 00:35:00",70573,-77.8
"07/12/2024 00:35:00",70574,-75.1
"07/12/2024 00:35:00",70575,-44.2
"07/12/2024 00:35:00",70700,16
"07/12/2024 00:35:00",70701,16
"07/12/2024 00:35:00",70703,-60
"07/12/2024 00:35:00",70704,-60
"07/12/2024 00:35:00",70705,-90.8
"07/12/2024 00:35:00",70706,-90.9
"07/12/2024 00:35:00",70707,-91
"07/12/2024 00:35:00",70709,-473.4
"07/12/2024 00:35:00",70710,398.9
"07/12/2024 00:35:00",70711,-90.7
"07/12/2024 00:35:00",325270,-82.3
"07/12/2024 00:35:00",325309,23.4
"07/12/2024 00:35:00",325712,6.1
"07/12/2024 00:35:00",325750,123.2
"07/12/2024 00:35:00",325751,123.2
"07/12/2024 00:35:00",325813,-419.9
"07/12/2024 00:35:00",325848,14.5
"07/12/2024 00:35:00",325918,13
"07/12/2024 00:35:00",325930,72
"07/12/2024 00:35:00",325931,70.9
"07/12/2024 00:35:00",326071,0
"07/12/2024 00:35:00",326893,-126.5
"07/12/2024 00:35:00",327073,0
"07/12/2024 00:35:00",327181,0
"07/12/2024 00:35:00",327328,-71.2
"07/12/2024 00:35:00",327435,64.9
"07/12/2024 00:35:00",327480,349.4
"07/12/2024 00:35:00",327489,0
"07/12/2024 00:35:00",625028,0
"07/12/2024 00:35:00",625052,-124
"07/12/2024 00:40:00",25043,0
"07/12/2024 00:40:00",25044,0
"07/12/2024 00:40:00",25118,16.2
"07/12/2024 00:40:00",25119,18.2
"07/12/2024 00:40:00",25242,18.4
"07/12/2024 00:40:00",25370,328.5
"07/12/2024 00:40:00",25371,328.5
"07/12/2024 00:40:00",25590,77
"07/12/2024 00:40:00",25593,-25
"07/12/2024 00:40:00",25598,0
"07/12/2024 00:40:00",25599,-116
"07/12/2024 00:40:00",25604,-152
"07/12/2024 00:40:00",25607,-25
"07/12/2024 00:40:00",25621,89.7
"07/12/2024 00:40:00",25622,90.8
"07/12/2024 00:40:00",25623,96.7
"07/12/2024 00:40:00",25624,102
"07/12/2024 00:40:00",25626,169.1
"07/12/2024 00:40:00",25630,11.9
"07/12/2024 00:40:00",25631,0
"07/12/2024 00:40:00",25632,4.8
"07/12/2024 00:40:00",25633,-0.2
"07/12/2024 00:40:00",25639,-235.8
"07/12/2024 00:40:00",25640,-226.2
"07/12/2024 00:40:00",25641,-122.3
"07/12/2024 00:40:00",25649,-167.4
"07/12/2024 00:40:00",25650,-167.4
"07/12/2024 00:40:00",25678,96.2
"07/12/2024 00:40:00",25679,61.3
"07/12/2024 00:40:00",25793,-215.3
"07/12/2024 00:40:00",25794,-174.7
"07/12/2024 00:40:00",70573,-73.8
"07/12/2024 00:40:00",70574,-75.5
"07/12/2024 00:40:00",70575,-45.9
"07/12/2024 00:40:00",70700,16
"07/12/2024 00:40:00",70701,16
"07/12/2024 00:40:00",70703,-60
"07/12/2024 00:40:00",70704,-60
"07/12/2024 00:40:00",70705,-103.8
"07/12/2024 00:40:00",70706,-103.8
"07/12/2024 00:40:00",70707,-103.8
"07/12/2024 00:40:00",70709,-473.4
"07/12/2024 00:40:00",70710,398.9
"07/12/2024 00:40:00",70711,-103.8
"07/12/2024 00:40:00",325270,-85.5
"07/12/2024 00:40:00",325309,21.6
"07/12/2024 00:40:00",325712,7.3
"07/12/2024 00:40:00",325750,124.8
"07/12/2024 00:40:00",325751,124.8
"07/12/2024 00:40:00",325813,-451.2
"07/12/2024 00:40:00",325848,14.9
"07/12/2024 00:40:00",325918,12.9
"07/12/2024 00:40:00",325930,72.2
"07/12/2024 00:40:00",325931,70.3
"07/12/2024 00:40:00",326071,0
"07/12/2024 00:40:00",326893,-126.5
"07/12/2024 00:40:00",327073,0
"07/12/2024 00:40:00",327181,0
"07/12/2024 00:40:00",327328,-75.8
"07/12/2024 00:40:00",327435,65.3
"07/12/2024 00:40:00",327480,351.4
"07/12/2024 00:40:00",327489,0
"07/12/2024 00:40:00",625028,0
"07/12/2024 00:40:00",625052,-122.9
"07/12/2024 00:45:00",25043,0
"07/12/2024 00:45:00",25044,0
"07/12/2024 00:45:00",25118,50.5
"07/12/2024 00:45:00",25119,56
"07/12/2024 00:45:00",25242,16.3
"07/12/2024 00:45:00",25370,366.6
"07/12/2024 00:45:00",25371,366.6
"07/12/2024 00:45:00",25590,76
"07/12/2024 00:45:00",25593,-25
"07/12/2024 00:45:00",25598,0
"07/12/2024 00:45:00",25599,-118
"07/12/2024 00:45:00",25604,-149
"07/12/2024 00:45:00",25607,-25
"07/12/2024 00:45:00",25621,89.4
"07/12/2024 00:45:00",25622,90.1
"07/12/2024 00:45:00",25623,96.7
"07/12/2024 00:45:00",25624,102.6
"07/12/2024 00:45:00",25626,168.5
"07/12/2024 00:45:00",25630,12
"07/12/2024 00:45:00",25631,0
"07/12/2024 00:45:00",25632,4.8
"07/12/2024 00:45:00",25633,0.1
"07/12/2024 00:45:00",25639,-235.3
"07/12/2024 00:45:00",25640,-225.7
"07/12/2024 00:45:00",25641,-167.1
"07/12/2024 00:45:00",25649,-165.5
"07/12/2024 00:45:00",25650,-165.5
"07/12/2024 00:45:00",25678,81.8
"07/12/2024 00:45:00",25679,60.5
"07/12/2024 00:45:00",25793,-214.1
"07/12/2024 00:45:00",25794,-173.9
"07/12/2024 00:45:00",70573,-96.5
"07/12/2024 00:45:00",70574,-93.3
"07/12/2024 00:45:00",70575,-50.1
"07/12/2024 00:45:00",70700,16
"07/12/2024 00:45:00",70701,16
"07/12/2024 00:45:00",70703,-60
"07/12/2024 00:45:00",70704,-60
"07/12/2024 00:45:00",70705,-53
"07/12/2024 00:45:00",70706,-52.9
"07/12/2024 00:45:00",70707,-52.4
"07/12/2024 00:45:00",70709,-473.2
"07/12/2024 00:45:00",70710,399.1
"07/12/2024 00:45:00",70711,-53.4
"07/12/2024 00:45:00",325270,-75
"07/12/2024 00:45:00",325309,22.5
"07/12/2024 00:45:00",325712,7.8
"07/12/2024 00:45:00",325750,123.1
"07/12/2024 00:45:00",325751,123.1
"07/12/2024 00:45:00",325813,-396.5
"07/12/2024 00:45:00",325848,15.7
"07/12/2024 00:45:00",325918,12.4
"07/12/2024 00:45:00",325930,72
"07/12/2024 00:45:00",325931,70.1
"07/12/2024 00:45:00",326071,0
"07/12/2024 00:45:00",326893,-125
"07/12/2024 00:45:00",327073,0
"07/12/2024 00:45:00",327181,0
"07/12/2024 00:45:00",327328,24.8
"07/12/2024 00:45:00",327435,65.9
"07/12/2024 00:45:00",327480,277.3
"07/12/2024 00:45:00",327489,0
"07/12/2024 00:45:00",625028,0
"07/12/2024 00:45:00",625052,-127
"07/12/2024 00:50:00",25043,0
"07/12/2024 00:50:00",25044,0
"07/12/2024 00:50:00",25118,60.1
"07/12/2024 00:50:00",25119,63.8
"07/12/2024 00:50:00",25242,15.9
"07/12/2024 00:50:00",25370,379.2
"07/12/2024 00:50:00",25371,379.2
"07/12/2024 00:50:00",25590,75
"07/12/2024 00:50:00",25593,-25
"07/12/2024 00:50:00",25598,0
"07/12/2024 00:50:00",25599,-123
"07/12/2024 00:50:00",25604,-147
"07/12/2024 00:50:00",25607,-25
"07/12/2024 00:50:00",25621,90.8
"07/12/2024 00:50:00",25622,91.5
"07/12/2024 00:50:00",25623,95.5
"07/12/2024 00:50:00",25624,101.4
"07/12/2024 00:50:00",25626,177.4
"07/12/2024 00:50:00",25630,12
"07/12/2024 00:50:00",25631,0
"07/12/2024 00:50:00",25632,4.7
"07/12/2024 00:50:00",25633,-0.3
"07/12/2024 00:50:00",25639,-232.9
"07/12/2024 00:50:00",25640,-223.8
"07/12/2024 00:50:00",25641,-180.2
"07/12/2024 00:50:00",25649,-164.3
"07/12/2024 00:50:00",25650,-164.3
"07/12/2024 00:50:00",25678,77
"07/12/2024 00:50:00",25679,60.9
"07/12/2024 00:50:00",25793,-212.2
"07/12/2024 00:50:00",25794,-172
"07/12/2024 00:50:00",70573,-113.3
"07/12/2024 00:50:00",70574,-112
"07/12/2024 00:50:00",70575,-59.2
"07/12/2024 00:50:00",70700,16
